1463828124471,16864
1463828124529,15589
1463828124574,15888
1463828124635,15652
1463828124679,15964
1463828124771,15797
1463828124845,15735
1463828124891,15689
1463828124921,15839
1463828124980,15668
1463828125085,15877
1463828125130,15721
1463828125176,15747
1463828125220,16011
1463828125295,15677
1463828125326,15947
1463828125431,16082
1463828125504,16102
1463828125550,15821
1463828125595,15819
1463828125641,15913
1463828125700,15972
1463828125745,16558
1463828125850,15217
1463828125896,16247
1463828125941,15863
1463828126000,15863
1463828126046,15741
1463828126091,15883
1463828126195,16020
1463828126241,15809
1463828126300,16330
1463828126346,14516
1463828126405,16151
1463828126450,15903
1463828126541,15936
1463828126600,14815
1463828126646,14728
1463828126691,16319
1463828126750,15817
1463828126841,15964
1463828126900,15946
1463828126946,15898
1463828126991,15766
1463828127050,15771
1463828127155,15858
1463828127200,15765
1463828127246,15753
1463828127291,15711
1463828127350,17033
